error,word
0.0,GIANT
0.0,INDEED
1.0,INDEED
0.0,INDEED
0.0,HE
0.0,WEIGHED
0.0,ALMOST
1.0,THREE
0.0,THREE
0.0,DID
0.0,YOU
1.0,THAT
0.0,THAT
0.0,HAVE
0.0,LIVED
1.0,LIVED
0.0,ON
0.0,EARTH
0.0,SINCE
1.0,SINCE
0.0,SINCE
1.0,THE
0.0,THE
0.0,OF
1.0,THE
0.0,THE
0.0,DINOSAURS
0.0,THEY
0.0,TO
0.0,LIVE
0.0,IN
0.0,KIND
1.0,KIND
0.0,OF
0.0,ENVIRONMENTS
1.0,ENVIRONMENTS
0.0,HOT
0.0,DESERTS
1.0,DESERTS
0.0,DESERTS
0.0,COOL
1.0,COOL
0.0,MIDDLE
1.0,MIDDLE
0.0,MIDDLE
0.0,OF
1.0,THE
0.0,THE
0.0,OCEAN
0.0,BUT
1.0,THERE
0.0,ARE
0.0,MANY
1.0,THAT
0.0,THAT
0.0,MAKE
1.0,THEM
0.0,THEM
0.0,BESIDES
1.0,BESIDES
1.0,THEIR
0.0,THEIR
1.0,ADAPTABILITY
0.0,ADAPTABILITY
1.0,ADAPTABILITY
0.0,ADAPTABILITY
0.0,MANY
0.0,CAN
1.0,CAN
0.0,CAN
0.0,LIVE
0.0,A
0.0,VERY
0.0,AGE
1.0,THE
0.0,OLDEST
1.0,OLDEST
0.0,TURTLE
1.0,TURTLE
0.0,TURTLE
0.0,RECORD
1.0,RECORD
0.0,RECORD
0.0,TORTOISE
1.0,TORTOISE
0.0,TORTOISE
0.0,A
0.0,TYPE
1.0,THAT
0.0,THAT
0.0,LIVES
1.0,LIVES
0.0,ON
0.0,LAND
0.0,HE
0.0,LIVED
1.0,LIVED
0.0,TO
0.0,BE
0.0,TWO
0.0,HUNDRED
0.0,FIFTY
0.0,YEARS
0.0,AND
0.0,HE
0.0,GIANT
1.0,GIANT
0.0,GIANT
0.0,INDEED
1.0,INDEED
0.0,HE
0.0,WEIGHED
1.0,WEIGHED
0.0,ALMOST
1.0,ALMOST
0.0,THREE
0.0,HUNDRED
1.0,HUNDRED
0.0,HUNDRED
1.0,HUNDRED
0.0,HUNDRED
0.0,KNOW
0.0,THAT
0.0,TURTLES
1.0,TURTLES
0.0,TURTLES
0.0,HAVE
0.0,LIVED
1.0,LIVED
0.0,LIVED
1.0,LIVED
0.0,ON
0.0,EARTH
1.0,EARTH
0.0,TIME
1.0,TIME
0.0,TIME
0.0,OF
0.0,THE
0.0,THEY
1.0,ARE
0.0,ABLE
0.0,TO
0.0,LIVE
0.0,HOT
0.0,COOL
1.0,COOL
0.0,COOL
0.0,AND
1.0,THE
0.0,THE
0.0,MIDDLE
0.0,OF
0.0,THE
0.0,OCEAN
0.0,BUT
0.0,THERE
0.0,MANY
0.0,OTHER
0.0,THING
0.0,THAT
1.0,THAT
0.0,MAKE
0.0,THEM
0.0,THEIR
0.0,ADAPTABILITY
1.0,ADAPTABILITY
0.0,ADAPTABILITY
0.0,MANY
0.0,TURTLES
1.0,TURTLES
0.0,TURTLES
0.0,CAN
1.0,CAN
0.0,LIVE
1.0,LIVE
0.0,LIVE
0.0,A
0.0,VERY
0.0,OLD
1.0,OLD
0.0,AGE
1.0,AGE
0.0,THE
1.0,OLDEST
0.0,OLDEST
0.0,TURTLE
0.0,ON
0.0,RECORD
1.0,RECORD
0.0,RECORD
0.0,IS
0.0,GIANT
0.0,ON
0.0,LAND
0.0,BE
0.0,OVER
0.0,TWO
0.0,HUNDRED
1.0,HUNDRED
0.0,HUNDRED
1.0,HUNDRED
0.0,AND
0.0,FIFTY
1.0,FIFTY
0.0,FIFTY
0.0,YEARS
0.0,OLD
1.0,OLD
0.0,AND
0.0,WAS
1.0,WAS
1.0,GIANT
0.0,GIANT
0.0,INDEED
1.0,INDEED
0.0,HE
1.0,THREE
0.0,THREE
0.0,HUNDRED
1.0,HUNDRED
0.0,HUNDRED
1.0,HUNDRED
0.0,KILOGRAMS
1.0,KILOGRAMS
0.0,YOU
0.0,KNOW
0.0,THAT
0.0,TURTLES
1.0,TURTLES
0.0,TURTLES
1.0,TURTLES
0.0,TURTLES
0.0,HAVE
0.0,ON
1.0,EARTH
0.0,EARTH
0.0,SINCE
0.0,THE
0.0,TIME
0.0,DINOSAURS
1.0,DINOSAURS
0.0,DINOSAURS
0.0,THEY
0.0,ARE
1.0,ARE
0.0,IN
0.0,ALL
0.0,KINDS
0.0,OF
0.0,ENVIRONMENTS
0.0,HOT
0.0,COOL
0.0,FORESTS
1.0,FORESTS
0.0,FORESTS
0.0,AND
0.0,THE
0.0,MIDDLE
0.0,OF
0.0,THE
0.0,OCEAN
0.0,BUT
0.0,THERE
1.0,THERE
1.0,ARE
0.0,MANY
0.0,OTHER
0.0,THAT
0.0,MAKE
0.0,MANY
0.0,TURTLES
0.0,CAN
0.0,LIVE
0.0,VERY
0.0,OLD
1.0,OLD
0.0,OLD
0.0,AGE
0.0,THE
0.0,OLDEST
1.0,OLDEST
0.0,OLDEST
0.0,TURTLE
0.0,ON
0.0,RECORD
0.0,A
0.0,TYPE
0.0,OF
0.0,THAT
0.0,LIVES
0.0,ON
0.0,LAND
1.0,TO
1.0,BE
0.0,BE
0.0,OVER
0.0,TWO
0.0,HUNDRED
1.0,HUNDRED
0.0,AND
0.0,WAS
0.0,GIANT
1.0,GIANT
0.0,GIANT
1.0,GIANT
0.0,INDEED
0.0,HE
0.0,WEIGHED
0.0,ALMOST
1.0,ALMOST
0.0,DID
1.0,DID
0.0,YOU
0.0,THAT
0.0,TURTLES
0.0,HAVE
0.0,LIVED
1.0,LIVED
0.0,LIVED
0.0,ON
0.0,EARTH
0.0,THE
0.0,TIME
0.0,OF
0.0,THE
0.0,DINOSAURS
1.0,THEY
0.0,THEY
0.0,ARE
0.0,ABLE
0.0,LIVE
1.0,LIVE
0.0,IN
0.0,ALL
0.0,KINDS
0.0,OF
0.0,ENVIRONMENTS
1.0,ENVIRONMENTS
0.0,ENVIRONMENTS
0.0,HOT
0.0,COOL
0.0,FORESTS
1.0,THE
0.0,THE
0.0,MIDDLE
1.0,MIDDLE
0.0,MIDDLE
0.0,OF
1.0,OF
0.0,OCEAN
0.0,BUT
0.0,THERE
0.0,ARE
0.0,MANY
0.0,OTHER
1.0,THINGS
0.0,THINGS
0.0,THAT
0.0,MAKE
0.0,THEM
0.0,BESIDES
1.0,BESIDES
0.0,THEIR
0.0,ADAPTABILITY
0.0,MANY
0.0,TURTLES
0.0,CAN
0.0,LIVE
1.0,LIVE
0.0,LIVE
0.0,TO
1.0,A
0.0,VERY
0.0,OLD
0.0,AGE
0.0,THE
0.0,OLDEST
0.0,TURTLE
0.0,ON
0.0,RECORD
1.0,RECORD
0.0,RECORD
0.0,IS
1.0,IS
0.0,GIANT
0.0,TORTOISE
1.0,TORTOISE
0.0,TORTOISE
0.0,A
0.0,TYPE
1.0,TYPE
0.0,TYPE
0.0,OF
0.0,TURTLES
0.0,THAT
0.0,ON
0.0,LAND
0.0,HE
0.0,LIVED
0.0,TO
0.0,BE
0.0,OVER
0.0,TWO
0.0,HUNDRED
0.0,FIFTY
0.0,YEARS
0.0,OLD
1.0,OLD
0.0,OLD
0.0,AND
0.0,HE
0.0,WAS
0.0,GIANT
0.0,INDEED
0.0,HE
0.0,ALMOST
1.0,ALMOST
0.0,THREE
0.0,HUNDRED
0.0,KILOGRAMS
0.0,DID
1.0,DID
0.0,DID
0.0,YOU
0.0,KNOW
1.0,THAT
0.0,THAT
1.0,THAT
0.0,THAT
0.0,TURTLES
0.0,HAVE
0.0,LIVED
1.0,LIVED
0.0,LIVED
0.0,ON
0.0,EARTH
0.0,SINCE
1.0,SINCE
0.0,SINCE
1.0,THE
0.0,THE
0.0,TIME
0.0,OF
1.0,THE
0.0,THE
0.0,DINOSAURS
1.0,DINOSAURS
0.0,DINOSAURS
1.0,THEY
0.0,THEY
0.0,ARE
0.0,ABLE
0.0,TO
0.0,LIVE
1.0,LIVE
0.0,LIVE
0.0,IN
1.0,ALL
0.0,KINDS
0.0,OF
0.0,HOT
0.0,DESERTS
1.0,DESERTS
0.0,DESERTS
1.0,DESERTS
0.0,DESERTS
0.0,COOL
1.0,COOL
0.0,COOL
0.0,AND
1.0,THE
0.0,THE
1.0,THE
0.0,THE
0.0,OCEAN
0.0,BUT
1.0,THERE
1.0,ARE
0.0,MANY
0.0,OTHER
1.0,OTHER
0.0,OTHER
1.0,THINGS
0.0,THINGS
1.0,THAT
0.0,THAT
0.0,MAKE
1.0,THEM
0.0,THEM
0.0,INTERESTING
1.0,THEIR
0.0,THEIR
0.0,ADAPTABILITY
0.0,MANY
0.0,TURTLES
0.0,CAN
0.0,LIVE
1.0,LIVE
0.0,LIVE
0.0,TO
0.0,A
0.0,VERY
0.0,OLD
1.0,OLD
0.0,AGE
1.0,THE
0.0,THE
0.0,OLDEST
0.0,TURTLE
0.0,ON
0.0,RECORD
1.0,RECORD
0.0,RECORD
0.0,IS
0.0,A
0.0,GIANT
1.0,GIANT
0.0,TORTOISE
1.0,TORTOISE
0.0,TORTOISE
0.0,A
0.0,TYPE
1.0,TYPE
0.0,OF
1.0,THAT
0.0,THAT
0.0,LIVES
1.0,LIVES
0.0,LIVES
0.0,ON
0.0,LAND
1.0,LAND
0.0,HE
0.0,BE
0.0,OVER
0.0,TWO
0.0,HUNDRED
0.0,AND
0.0,FIFTY
0.0,YEARS
1.0,YEARS
0.0,YEARS
0.0,OLD
0.0,AND
0.0,HE
0.0,WAS
0.0,GIANT
0.0,INDEED
0.0,HE
0.0,WEIGHED
0.0,ALMOST
0.0,THREE
0.0,HUNDRED
0.0,DID
1.0,DID
0.0,YOU
0.0,KNOW
0.0,THAT
0.0,HAVE
1.0,HAVE
0.0,LIVED
1.0,LIVED
0.0,EARTH
0.0,SINCE
1.0,SINCE
1.0,THE
0.0,THE
0.0,TIME
1.0,TIME
0.0,TIME
0.0,OF
1.0,THE
0.0,DINOSAURS
0.0,THEY
0.0,ARE
0.0,ABLE
0.0,LIVE
1.0,LIVE
0.0,IN
0.0,ALL
1.0,ALL
0.0,KINDS
1.0,KINDS
0.0,HOT
0.0,DESERTS
1.0,DESERTS
0.0,DESERTS
0.0,COOL
0.0,THE
0.0,MIDDLE
1.0,MIDDLE
0.0,MIDDLE
0.0,OF
0.0,THE
0.0,OCEAN
1.0,OCEAN
0.0,OCEAN
0.0,BUT
1.0,BUT
0.0,MANY
0.0,OTHER
1.0,THINGS
0.0,THINGS
0.0,THAT
0.0,MAKE
1.0,THEIR
0.0,THEIR
1.0,THEIR
0.0,THEIR
0.0,MANY
1.0,MANY
0.0,TURTLES
1.0,TURTLES
0.0,TURTLES
0.0,CAN
0.0,LIVE
0.0,A
0.0,VERY
0.0,OLD
1.0,OLD
0.0,AGE
0.0,THE
0.0,OLDEST
0.0,TURTLE
0.0,ON
0.0,IS
1.0,IS
0.0,A
1.0,GIANT
0.0,GIANT
0.0,TORTOISE
1.0,TORTOISE
0.0,TORTOISE
0.0,A
0.0,TYPE
0.0,OF
0.0,TURTLE
1.0,TURTLE
0.0,TURTLE
0.0,THAT
0.0,LIVES
1.0,LIVES
0.0,LAND
1.0,LAND
0.0,HE
0.0,BE
0.0,OVER
0.0,TWO
0.0,FIFTY
0.0,OLD
1.0,OLD
0.0,AND
0.0,HE
0.0,WAS
0.0,GIANT
1.0,GIANT
0.0,INDEED
0.0,HE
0.0,WEIGHED
1.0,WEIGHED
0.0,WEIGHED
0.0,ALMOST
0.0,THREE
0.0,KILOGRAM
1.0,KILOGRAM
0.0,KILOGRAM
1.0,KILOGRAM
0.0,KILOGRAM
0.0,DID
1.0,DID
0.0,YOU
0.0,KNOW
0.0,THAT
0.0,YOU
0.0,KNOW
0.0,THAT
0.0,TURTLES
0.0,HAVE
0.0,LIVED
0.0,ON
0.0,EARTH
0.0,SINCE
0.0,THE
0.0,TIME
0.0,OF
0.0,THE
0.0,THEY
0.0,ARE
0.0,ABLE
0.0,TO
0.0,LIVE
0.0,IN
0.0,ALL
0.0,KINDS
0.0,OF
0.0,ENVIRONMENTS
0.0,HOT
0.0,DESERTS
0.0,COOL
0.0,FORESTS
0.0,AND
0.0,MIDDLE
0.0,OF
0.0,THE
0.0,OCEAN
0.0,BUT
0.0,THERE
0.0,ARE
0.0,MANY
0.0,OTHER
0.0,THINGS
0.0,THAT
0.0,MAKE
0.0,THEM
0.0,INTERESTING
0.0,THEIR
0.0,ADAPTABILITY
1.0,ADAPTABILITY
0.0,ADAPTABILITY
0.0,MANY
0.0,TURTLES
0.0,LIVE
0.0,TO
0.0,A
0.0,VERY
0.0,OLD
0.0,THE
0.0,TURTLE
0.0,ON
0.0,RECORD
0.0,IS
0.0,A
0.0,GIANT
0.0,TORTOISE
0.0,A
0.0,TYPE
0.0,TURTLE
0.0,THAT
0.0,LIVES
0.0,ON
0.0,LAND
0.0,LIVED
0.0,TO
0.0,BE
0.0,OVER
0.0,TWO
0.0,HUNDRED
0.0,AND
0.0,FIFTY
0.0,OLD
0.0,HE
0.0,WAS
0.0,GIANT
0.0,INDEED
0.0,HE
0.0,WEIGHED
0.0,ALMOST
1.0,ALMOST
0.0,ALMOST
0.0,THREE
0.0,HUNDRED
0.0,KILOGRAMS
0.0,AN
0.0,ALL
0.0,OVER
0.0,POPULAR
1.0,POPULAR
0.0,POPULAR
0.0,GAME
0.0,AS
0.0,KITE
0.0,FIGHTING
0.0,IN
1.0,THIS
0.0,THIS
0.0,GAME
1.0,TRY
0.0,TRY
0.0,BRING
1.0,THE
0.0,THE
1.0,THE
0.0,WE
0.0,HAVE
0.0,A
0.0,LOT
1.0,OF
0.0,KITE
0.0,A
0.0,LOT
0.0,OF
0.0,SHAPES
1.0,SHAPES
0.0,SHAPES
1.0,SHAPES
0.0,SHAPES
0.0,LIKE
0.0,BUTTERFLY
1.0,BUTTERFLY
0.0,BUTTERFLY
0.0,IS
0.0,A
0.0,AND
0.0,WE
0.0,IT
0.0,A
0.0,WE
0.0,IT_S
0.0,A
0.0,LOT
0.0,OF
1.0,OF
0.0,SHAPES
1.0,SHAPES
0.0,SHAPES
0.0,AND
0.0,ALL
0.0,THE
1.0,THE
0.0,ALL
0.0,CHILDREN
0.0,IN
0.0,KITE
0.0,IN
1.0,THE
0.0,THE
0.0,SKY
0.0,AND
0.0,YOU
0.0,HAVE
0.0,SEEN
0.0,KITE
0.0,SHAPED
0.0,LIKE
0.0,A
0.0,BUTTERFLY
1.0,BUTTERFLY
0.0,BUTTERFLY
0.0,FISH
0.0,EVEN
0.0,A
0.0,FROG
0.0,THESE
1.0,THESE
0.0,JUST
1.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,THE
1.0,DESIGNS
0.0,DESIGNS
0.0,USED
0.0,IN
0.0,MAKING
0.0,KITES
1.0,KITES
0.0,KITES
0.0,THE
0.0,SHAPE
0.0,MOST
1.0,MOST
0.0,MOST
0.0,OF
0.0,WOODEN
0.0,FRAME
1.0,FRAME
0.0,FRAME
0.0,COVERED
0.0,WITH
0.0,PAPER
0.0,OR
0.0,SILK
0.0,ONE
0.0,OR
0.0,MORE
0.0,STRINGS
0.0,ATTACHED
1.0,ATTACHED
0.0,ATTACHED
0.0,THE
0.0,TO
0.0,HELP
0.0,CONTROL
0.0,ITS
0.0,IN
0.0,THE
0.0,KITE
0.0,FLYING
0.0,IN
0.0,IS
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
0.0,ALL
0.0,OVER
0.0,THE
0.0,WORLD
1.0,WORLD
0.0,WORLD
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PLAY
0.0,GAME
0.0,KNOWN
0.0,AS
0.0,KITE
1.0,KITE
0.0,KITE
0.0,FIGHTING
1.0,FIGHTING
0.0,FIGHTING
0.0,IN
1.0,THIS
0.0,THIS
0.0,GAME
0.0,TO
0.0,BRING
0.0,EACH
0.0,OTHER
0.0,KITES
0.0,THE
0.0,PERSON
0.0,WITH
0.0,THE
0.0,LAST
0.0,KITE
0.0,IN
0.0,THE
1.0,THE
1.0,AIR
0.0,WINS
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
1.0,SHAPED
0.0,SHAPED
1.0,SHAPED
0.0,LIKE
0.0,A
0.0,BUTTERFLY
0.0,A
0.0,FISH
0.0,EVEN
0.0,A
0.0,FROG
0.0,THESE
1.0,THESE
0.0,ARE
0.0,AMAZING
0.0,DESIGNS
1.0,DESIGNS
0.0,DESIGNS
0.0,MAKING
0.0,KITES
1.0,THE
0.0,THE
0.0,SHAPE
0.0,MOST
1.0,MOST
0.0,MOST
0.0,KITES
0.0,ARE
0.0,CONSTRUCTED
1.0,CONSTRUCTED
0.0,CONSTRUCTED
0.0,OF
0.0,A
0.0,WOODEN
0.0,FRAME
1.0,FRAME
0.0,FRAME
0.0,COVERED
0.0,PAPER
1.0,PAPER
0.0,OR
0.0,SILK
1.0,SILK
0.0,SILK
0.0,OR
0.0,MORE
0.0,STRINGS
0.0,ARE
0.0,ATTACHED
1.0,ATTACHED
0.0,TO
1.0,THE
0.0,THE
0.0,FRAME
1.0,FRAME
0.0,FRAME
0.0,TO
0.0,HELP
0.0,CONTROL
0.0,ITS
0.0,MOVEMENT
1.0,MOVEMENT
0.0,MOVEMENT
0.0,IN
1.0,THE
0.0,THE
0.0,AIR
1.0,AIR
0.0,KITE
0.0,FLYING
0.0,IS
0.0,ACTIVITY
0.0,ENJOYED
0.0,ALL
1.0,THE
0.0,THE
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,FLYING
0.0,IS
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
0.0,ALL
1.0,OVER
0.0,OVER
1.0,THE
0.0,THE
1.0,WORLD
0.0,WORLD
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,PLAY
0.0,A
0.0,POPULAR
1.0,POPULAR
0.0,POPULAR
1.0,POPULAR
0.0,POPULAR
0.0,GAME
1.0,GAME
0.0,GAME
0.0,AS
0.0,KITE
0.0,IN
1.0,THIS
0.0,THIS
0.0,GAME
0.0,TRY
0.0,TO
0.0,BRING
1.0,EACH
0.0,EACH
0.0,OTHER_S
0.0,KITES
0.0,DOWN
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
0.0,SHAPED
0.0,LIKE
0.0,A
0.0,BUTTERFLY
0.0,A
0.0,FISH
0.0,OR
1.0,EVEN
0.0,EVEN
0.0,A
0.0,FROG
1.0,FROG
0.0,FROG
0.0,THESE
1.0,THESE
0.0,ARE
1.0,JUST
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,THE
1.0,AMAZING
0.0,AMAZING
1.0,AMAZING
0.0,USED
0.0,IN
0.0,MAKING
0.0,KITES
0.0,THE
0.0,KITES
0.0,CONSTRUCTED
1.0,CONSTRUCTED
0.0,CONSTRUCTED
0.0,OF
0.0,A
0.0,WOODEN
0.0,FRAME
1.0,FRAME
0.0,FRAME
0.0,WITH
0.0,PAPER
0.0,OR
0.0,SILK
1.0,SILK
0.0,SILK
0.0,ONE
0.0,OR
0.0,MORE
0.0,OR
1.0,ATTACHED
0.0,ATTACHED
1.0,ATTACHED
0.0,THE
0.0,TO
0.0,THE
0.0,HELP
0.0,CONTROL
0.0,ITS
0.0,MOVEMENT
1.0,MOVEMENT
0.0,MOVEMENT
0.0,IN
0.0,THE
0.0,AIR
1.0,AIR
0.0,KITE
0.0,FLYING
0.0,IS
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
0.0,ALL
0.0,OVER
0.0,THE
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,PLAY
0.0,A
0.0,POPULAR
0.0,GAME
0.0,KNOWN
0.0,AS
0.0,KITE
0.0,FIGHTING
0.0,IN
0.0,THIS
0.0,GAME
0.0,TO
0.0,BRING
1.0,BRING
0.0,EACH
0.0,KITES
0.0,DOWN
0.0,THE
0.0,PERSON
0.0,WITH
0.0,THE
0.0,LAST
0.0,KITE
0.0,IN
0.0,THE
0.0,AIR
0.0,WINS
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
0.0,SHAPED
0.0,LIKE
0.0,A
1.0,BUTTERFLY
0.0,BUTTERFLY
0.0,A
0.0,FISH
0.0,OR
0.0,EVEN
0.0,A
0.0,FROG
0.0,THESE
1.0,THESE
0.0,ARE
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,THE
0.0,AMAZING
0.0,USED
1.0,USED
0.0,IN
0.0,THE
1.0,THE
0.0,MOST
0.0,KITES
1.0,KITES
0.0,KITES
0.0,ARE
0.0,CONSTRUCTED
1.0,CONSTRUCTED
0.0,CONSTRUCTED
0.0,OF
0.0,A
0.0,WOODEN
0.0,COVERED
0.0,WITH
0.0,PAPER
0.0,SILK
0.0,ONE
0.0,MORE
0.0,ARE
0.0,TO
0.0,THE
1.0,FRAME
0.0,FRAME
1.0,FRAME
0.0,TO
0.0,HELP
0.0,CONTROL
1.0,CONTROL
0.0,ITS
0.0,MOVEMENT
1.0,MOVEMENT
0.0,MOVEMENT
0.0,IN
0.0,AIR
0.0,KITE
0.0,FLYING
0.0,IS
0.0,AN
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
1.0,ENJOYED
0.0,ENJOYED
0.0,ALL
0.0,OVER
0.0,THE
0.0,WORLD
1.0,WORLD
0.0,WORLD
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,PLAY
0.0,POPULAR
1.0,POPULAR
0.0,POPULAR
0.0,GAME
1.0,GAME
0.0,GAME
0.0,KNOWN
1.0,KNOWN
0.0,KNOWN
0.0,AS
0.0,KITE
0.0,FIGHTING
0.0,IN
0.0,TRY
0.0,EACH
0.0,OTHER_S
1.0,OTHER_S
0.0,OTHER_S
1.0,OTHER_S
0.0,DOWN
0.0,PERSON
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,LIKE
0.0,A
0.0,FISH
0.0,OR
0.0,EVEN
0.0,A
0.0,FROG
0.0,THESE
1.0,THESE
0.0,ARE
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,AMAZING
0.0,DESIGNS
1.0,DESIGNS
0.0,USED
1.0,USED
0.0,MAKING
0.0,KITES
0.0,WHATEVER
0.0,THE
0.0,SHAPE
1.0,SHAPE
0.0,SHAPE
0.0,KITES
1.0,KITES
0.0,KITES
0.0,ARE
0.0,CONSTRUCTION
0.0,WOODEN
0.0,COVERED
0.0,WITH
0.0,PAPER
0.0,MORE
0.0,STRINGS
0.0,ARE
0.0,TO
0.0,HELP
1.0,HELP
0.0,CONTROL
1.0,CONTROL
0.0,ITS
1.0,ITS
0.0,MOVEMENT
0.0,IN
0.0,THE
0.0,AIR
0.0,KITE
1.0,KITE
0.0,KITE
0.0,FLYING
0.0,IS
0.0,AN
1.0,AN
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
0.0,OVER
0.0,THE
0.0,WORLD
1.0,WORLD
0.0,WORLD
0.0,IN
0.0,SOME
0.0,COUNTRIES
1.0,COUNTRIES
0.0,COUNTRIES
0.0,PEOPLE
0.0,POPULAR
0.0,GAME
1.0,GAME
0.0,GAME
0.0,KITE
0.0,IN
0.0,THIS
0.0,GAME
1.0,GAME
0.0,GAME
0.0,TO
0.0,BRING
0.0,EACH
0.0,OTHER_S
0.0,DOWN
0.0,THE
0.0,PERSON
0.0,WITH
0.0,THE
0.0,LAST
1.0,LAST
1.0,KITE
0.0,IN
0.0,THE
0.0,AIR
0.0,WINS
1.0,WINS
0.0,WINS
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
1.0,KITE
0.0,KITE
0.0,SHAPED
0.0,LIKE
0.0,A
0.0,BUTTERFLY
0.0,FISH
0.0,OR
0.0,EVEN
0.0,A
0.0,FROG
1.0,THESE
0.0,THESE
1.0,THESE
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,AMAZING
0.0,USED
0.0,MAKING
0.0,KITES
0.0,THE
0.0,SHAPE
0.0,KITES
0.0,CONSTRUCTED
0.0,OF
0.0,A
0.0,WOODEN
0.0,FRAME
0.0,COVERED
0.0,WITH
0.0,PAPER
0.0,OR
0.0,SILK
0.0,ONE
0.0,OR
0.0,MORE
0.0,STRINGS
1.0,STRINGS
0.0,STRINGS
0.0,TO
1.0,THE
0.0,THE
0.0,FRAME
0.0,HELP
0.0,CONTROL
0.0,MOVEMENT
1.0,MOVEMENT
0.0,MOVEMENT
0.0,IN
0.0,THE
0.0,AIR
0.0,KITE
0.0,FLYING
0.0,IS
0.0,AN
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ALL
0.0,OVER
1.0,THE
0.0,THE
0.0,WORLD
1.0,WORLD
0.0,WORLD
1.0,IN
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,PLAY
0.0,A
0.0,POPULAR
0.0,GAME
1.0,AS
0.0,AS
0.0,FIGHTING
0.0,IN
0.0,GAME
0.0,TRY
0.0,TO
0.0,BRING
0.0,EACH
0.0,OTHER_S
1.0,OTHER_S
0.0,OTHER_S
0.0,KITES
0.0,DOWN
0.0,THE
0.0,PERSON
0.0,WITH
0.0,THE
0.0,LAST
0.0,KITE
0.0,IN
0.0,AIR
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
0.0,SHAPED
0.0,LIKE
0.0,A
0.0,FISH
0.0,THESE
0.0,ARE
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
0.0,THE
0.0,AMAZING
0.0,DESIGNS
0.0,USED
0.0,IN
0.0,MAKING
0.0,KITES
0.0,SHAPE
0.0,MOST
0.0,KITES
0.0,ARE
0.0,CONSTRUCTED
1.0,WOODEN
0.0,WOODEN
0.0,FRAME
0.0,COVERED
0.0,WITH
0.0,PAPER
0.0,OR
0.0,SILK
0.0,ONE
0.0,OR
0.0,MORE
0.0,STRINGS
0.0,ARE
0.0,ATTACHED
0.0,TO
0.0,THE
0.0,FRAME
0.0,TO
0.0,HELP
0.0,CONTROL
0.0,ITS
0.0,MOVEMENT
0.0,IN
0.0,THE
0.0,AIR
0.0,KITE
0.0,FLYING
0.0,IS
0.0,AN
0.0,OUTDOOR
0.0,ACTIVITY
0.0,ENJOYED
0.0,ALL
0.0,OVER
0.0,THE
0.0,WORLD
0.0,IN
0.0,SOME
0.0,COUNTRIES
0.0,PEOPLE
0.0,PLAY
0.0,A
0.0,POPULAR
1.0,POPULAR
0.0,POPULAR
0.0,GAME
0.0,KNOWN
0.0,AS
0.0,KITE
0.0,FIGHTING
0.0,IN
0.0,THIS
0.0,GAME
0.0,PARTICIPANTS
0.0,TRY
0.0,TO
0.0,BRING
0.0,EACH
0.0,OTHER_S
0.0,KITES
0.0,DOWN
0.0,THE
0.0,PERSON
0.0,WITH
0.0,THE
0.0,LAST
0.0,KITE
0.0,IN
1.0,THE
0.0,THE
0.0,AIR
0.0,WINS
0.0,HAVE
0.0,YOU
0.0,EVER
0.0,SEEN
0.0,A
0.0,KITE
0.0,SHAPED
1.0,SHAPED
0.0,LIKE
0.0,A
0.0,BUTTERFLY
1.0,A
0.0,FISH
0.0,OR
0.0,EVEN
0.0,A
0.0,FROG
1.0,THESE
0.0,THESE
0.0,ARE
0.0,JUST
0.0,A
0.0,FEW
0.0,OF
1.0,THE
0.0,THE
0.0,AMAZING
0.0,USED
0.0,KITES
1.0,THE
0.0,THE
0.0,SHAPE
0.0,KITES
0.0,CONSTRUCTED
0.0,OF
0.0,WOODEN
1.0,WOODEN
0.0,WOODEN
